Country,State,Year,Name Of The Coal Field,Type Of Coal,Depth Of The Reserve,Type Of Reserve,"Coal Reserved Quantity (UOM:t(Tonne)), Scaling Factor:1000000"
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,MEDIUM COKING,300-600,INFERRED,90.54
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,MEDIUM COKING,300-600,PROVED,62.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,MEDIUM COKING,600-1200,INDICATED,81.94
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,MEDIUM COKING,600-1200,INFERRED,21.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,0-300,INDICATED,2652.18
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,0-300,INFERRED,169.6
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,0-300,PROVED,1818.82
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,300-600,INDICATED,1657.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,300-600,INFERRED,9.62
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,300-600,PROVED,63.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",SOHAGPUR,NON-COKING,600-1200,INDICATED,33.61
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",UMARIA,NON-COKING,0-300,INDICATED,3.59
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",UMARIA,NON-COKING,0-300,PROVED,177.7
India,Maharashtra,"Financial Year (Apr - Mar), 2018",BOKHARA,NON-COKING,0-300,INFERRED,20
India,Maharashtra,"Financial Year (Apr - Mar), 2018",BOKHARA,NON-COKING,0-300,PROVED,10
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,0-300,INDICATED,383.63
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,0-300,INFERRED,40.02
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,0-300,PROVED,1483.92
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,300-600,INDICATED,460.78
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,300-600,INFERRED,220.8
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,300-600,PROVED,325.95
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,600-1200,INDICATED,13.69
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,600-1200,INFERRED,138.72
India,Maharashtra,"Financial Year (Apr - Mar), 2018",KAMPTEE,NON-COKING,600-1200,PROVED,8.03
India,Maharashtra,"Financial Year (Apr - Mar), 2018",NAND-BANDER,NON-COKING,0-300,INDICATED,298.36
India,Maharashtra,"Financial Year (Apr - Mar), 2018",NAND-BANDER,NON-COKING,0-300,PROVED,397.69
India,Maharashtra,"Financial Year (Apr - Mar), 2018",NAND-BANDER,NON-COKING,300-600,INDICATED,177.06
India,Maharashtra,"Financial Year (Apr - Mar), 2018",NAND-BANDER,NON-COKING,300-600,PROVED,204.37
India,Maharashtra,"Financial Year (Apr - Mar), 2018",NAND-BANDER,NON-COKING,600-1200,INDICATED,16.76
India,Maharashtra,"Financial Year (Apr - Mar), 2018",UMRER-MAKARDHOKRA,NON-COKING,0-300,INFERRED,65.53
India,Maharashtra,"Financial Year (Apr - Mar), 2018",UMRER-MAKARDHOKRA,NON-COKING,0-300,PROVED,308.41
India,Maharashtra,"Financial Year (Apr - Mar), 2018",UMRER-MAKARDHOKRA,NON-COKING,300-600,INFERRED,83.22
India,Maharashtra,"Financial Year (Apr - Mar), 2018",UMRER-MAKARDHOKRA,NON-COKING,600-1200,INFERRED,11.95
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,0-300,INDICATED,757.95
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,0-300,INFERRED,294.86
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,0-300,PROVED,4188.28
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,300-600,INDICATED,934.74
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,300-600,INFERRED,1146.05
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,300-600,PROVED,250.9
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,600-1200,INDICATED,30.58
India,Maharashtra,"Financial Year (Apr - Mar), 2018",WARDHA VALLEY,NON-COKING,600-1200,INFERRED,26.99
India,Meghalaya,"Financial Year (Apr - Mar), 2018",BALPHAKRAM-PENDENGURU,HIGH SULPHUR,0-300,INFERRED,107.03
India,Meghalaya,"Financial Year (Apr - Mar), 2018",BAPUNG,HIGH SULPHUR,0-300,INFERRED,22.65
India,Meghalaya,"Financial Year (Apr - Mar), 2018",BAPUNG,HIGH SULPHUR,0-300,PROVED,11.01
India,Meghalaya,"Financial Year (Apr - Mar), 2018",EAST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,34.19
India,Meghalaya,"Financial Year (Apr - Mar), 2018",JAYANTI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,2.34
India,Meghalaya,"Financial Year (Apr - Mar), 2018",KHASI HILLS (MINOR CF),HIGH SULPHUR,0-300,INFERRED,10.1
India,Meghalaya,"Financial Year (Apr - Mar), 2018",LANGRIN,HIGH SULPHUR,0-300,INDICATED,16.51
India,Meghalaya,"Financial Year (Apr - Mar), 2018",LANGRIN,HIGH SULPHUR,0-300,INFERRED,106.19
India,Meghalaya,"Financial Year (Apr - Mar), 2018",LANGRIN,HIGH SULPHUR,0-300,PROVED,10.46
India,Meghalaya,"Financial Year (Apr - Mar), 2018",MAWLONG-SHELLA,HIGH SULPHUR,0-300,INFERRED,3.83
India,Meghalaya,"Financial Year (Apr - Mar), 2018",MAWLONG-SHELLA,HIGH SULPHUR,0-300,PROVED,2.17
India,Meghalaya,"Financial Year (Apr - Mar), 2018",SIJU,HIGH SULPHUR,0-300,INFERRED,125
India,Meghalaya,"Financial Year (Apr - Mar), 2018",WEST DARANGIRI,HIGH SULPHUR,0-300,INFERRED,59.6
India,Meghalaya,"Financial Year (Apr - Mar), 2018",WEST DARANGIRI,HIGH SULPHUR,0-300,PROVED,65.4
India,Nagaland,"Financial Year (Apr - Mar), 2018",BORJAN,HIGH SULPHUR,0-300,INFERRED,4.5
India,Nagaland,"Financial Year (Apr - Mar), 2018",BORJAN,HIGH SULPHUR,0-300,PROVED,5.5
India,Nagaland,"Financial Year (Apr - Mar), 2018",DGM REPORT,HIGH SULPHUR,0-300,INFERRED,293.47
India,Nagaland,"Financial Year (Apr - Mar), 2018",JHANZI-DISAI,HIGH SULPHUR,0-300,INFERRED,95.12
India,Nagaland,"Financial Year (Apr - Mar), 2018",JHANZI-DISAI,HIGH SULPHUR,0-300,PROVED,2
India,Nagaland,"Financial Year (Apr - Mar), 2018",TIRU VALLEY,HIGH SULPHUR,0-300,INFERRED,6.6
India,Nagaland,"Financial Year (Apr - Mar), 2018",TUEN SANG,HIGH SULPHUR,0-300,INFERRED,2
India,Nagaland,"Financial Year (Apr - Mar), 2018",TUEN SANG,HIGH SULPHUR,0-300,PROVED,1.26
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,0-300,INDICATED,5131.91
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,0-300,PROVED,11433.26
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,300-600,INDICATED,5136.47
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,300-600,INFERRED,3633.88
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,300-600,PROVED,1500.09
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,600-1200,INDICATED,1235.83
India,Odisha,"Financial Year (Apr - Mar), 2018",IB-RIVER,NON-COKING,600-1200,INFERRED,2.69
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,0-300,INDICATED,9218.27
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,0-300,INFERRED,2549.82
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,0-300,PROVED,20894.24
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,300-600,INDICATED,12082.95
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,300-600,INFERRED,1083.56
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,300-600,PROVED,3337.57
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,600-1200,INDICATED,1359.11
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,600-1200,INFERRED,469.21
India,Odisha,"Financial Year (Apr - Mar), 2018",TALCHER,NON-COKING,600-1200,PROVED,225.94
India,Sikkim,"Financial Year (Apr - Mar), 2018",RANGIT VALLEY,NON-COKING,0-300,INDICATED,58.25
India,Sikkim,"Financial Year (Apr - Mar), 2018",RANGIT VALLEY,NON-COKING,0-300,INFERRED,42.98
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,0-300,INDICATED,3063.78
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,0-300,INFERRED,107.49
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,0-300,PROVED,6341.8
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,300-600,INDICATED,4100.95
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,300-600,INFERRED,416.57
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,300-600,PROVED,3960.12
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,600-1200,INDICATED,1411.4
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,600-1200,INFERRED,2123.84
India,Telangana,"Financial Year (Apr - Mar), 2018",GODAVARI,NON-COKING,600-1200,PROVED,172.98
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",SINGRAULI,NON-COKING,0-300,INDICATED,177.76
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",SINGRAULI,NON-COKING,0-300,PROVED,884.04
India,West Bengal,"Financial Year (Apr - Mar), 2018",BARJORA,NON-COKING,0-300,PROVED,200.79
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,0-300,INDICATED,818.42
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,0-300,INFERRED,123.53
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,300-600,INDICATED,3727.7
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,300-600,INFERRED,603.76
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,600-1200,INDICATED,1197.38
India,West Bengal,"Financial Year (Apr - Mar), 2018",BIRBHUM,NON-COKING,600-1200,INFERRED,174.05
India,West Bengal,"Financial Year (Apr - Mar), 2018",DARJEELING,NON-COKING,0-300,INFERRED,15
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,MEDIUM COKING,0-300,PROVED,202.89
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,MEDIUM COKING,300-600,PROVED,72.66
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,MEDIUM COKING,600-1200,PROVED,274.87
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,0-300,INDICATED,1574.03
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,0-300,INFERRED,194.31
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,0-300,PROVED,10238.55
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,300-600,INDICATED,3276.54
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,300-600,INFERRED,1894.53
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,300-600,PROVED,2631.14
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,600-1200,INDICATED,1851.06
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,600-1200,INFERRED,1497.92
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,NON-COKING,600-1200,PROVED,309.34
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,0-300,INDICATED,14.16
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,0-300,PROVED,45.78
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,300-600,INDICATED,113.23
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,300-600,INFERRED,12.07
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,300-600,PROVED,120.92
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,600-1200,INDICATED,296.29
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,600-1200,INFERRED,127.69
India,West Bengal,"Financial Year (Apr - Mar), 2018",RANIGANJ,SEMI-COKING,600-1200,PROVED,58.63
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,0-300,INDICATED,482.46
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,0-300,INFERRED,45.03
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,300-600,INDICATED,584.72
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,300-600,INFERRED,107.75
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,600-1200,INDICATED,81.87
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2017",GODAVARI,NON-COKING,600-1200,INFERRED,278.87
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",MIAO BUM,HIGH SULPHUR,0-300,INFERRED,6
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INDICATED,40.11
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,INFERRED,12.89
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2017",NAMCHIK- NAMPHUK,HIGH SULPHUR,0-300,PROVED,31.23
India,Assam,"Financial Year (Apr - Mar), 2017",DILLI-JEYPORE,HIGH SULPHUR,0-300,INDICATED,22.02
India,Assam,"Financial Year (Apr - Mar), 2017",DILLI-JEYPORE,HIGH SULPHUR,0-300,PROVED,32
India,Assam,"Financial Year (Apr - Mar), 2017",MAKUM,HIGH SULPHUR,0-300,INDICATED,4.55
India,Assam,"Financial Year (Apr - Mar), 2017",MAKUM,HIGH SULPHUR,0-300,PROVED,246.24
India,Assam,"Financial Year (Apr - Mar), 2017",MAKUM,HIGH SULPHUR,300-600,INDICATED,16.15
India,Assam,"Financial Year (Apr - Mar), 2017",MAKUM,HIGH SULPHUR,300-600,PROVED,185.85
India,Assam,"Financial Year (Apr - Mar), 2017",MIKIR HILLS,HIGH SULPHUR,0-300,INFERRED,3.02
India,Assam,"Financial Year (Apr - Mar), 2017",MIKIR HILLS,HIGH SULPHUR,0-300,PROVED,0.69
India,Assam,"Financial Year (Apr - Mar), 2017",SINGRIMARI,NON-COKING,0-300,INDICATED,10.64
India,Assam,"Financial Year (Apr - Mar), 2017",SINGRIMARI,NON-COKING,300-600,INDICATED,3.46
India,Assam,"Financial Year (Apr - Mar), 2017",SINGRIMARI,SEMI-COKING,0-300,INDICATED,0.39
India,Bihar,"Financial Year (Apr - Mar), 2017",RAJMAHAL,NON-COKING,0-300,INFERRED,486.15
India,Bihar,"Financial Year (Apr - Mar), 2017",RAJMAHAL,NON-COKING,300-600,INFERRED,740.5
India,Bihar,"Financial Year (Apr - Mar), 2017",RAJMAHAL,NON-COKING,600-1200,INFERRED,126.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",BISRAMPUR,NON-COKING,0-300,INDICATED,605.38
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",BISRAMPUR,NON-COKING,0-300,INFERRED,5.15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",BISRAMPUR,NON-COKING,0-300,PROVED,1235.98
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",BISRAMPUR,NON-COKING,300-600,PROVED,0.22
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",CHIRIMIRI,NON-COKING,0-300,INDICATED,10.83
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",CHIRIMIRI,NON-COKING,0-300,INFERRED,31
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",CHIRIMIRI,NON-COKING,0-300,PROVED,320.33
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",EAST OF BISRAMPUR,NON-COKING,0-300,INDICATED,164.82
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,0-300,INDICATED,3213.44
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,0-300,INFERRED,220.15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,0-300,PROVED,2021.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,300-600,INDICATED,59.98
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,300-600,INFERRED,2.97
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",HASDO-ARAND,NON-COKING,300-600,PROVED,10.44
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",JHILIMILI,NON-COKING,0-300,INDICATED,38.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",JHILIMILI,NON-COKING,0-300,PROVED,228.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,0-300,INDICATED,3491.5
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,0-300,INFERRED,99.91
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,0-300,PROVED,5266.34
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,300-600,INDICATED,2292.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,300-600,INFERRED,68.11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",KORBA,NON-COKING,300-600,PROVED,610.92
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",LAKHANPUR,NON-COKING,0-300,INDICATED,3.35
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",LAKHANPUR,NON-COKING,0-300,PROVED,455.88
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,0-300,INDICATED,11744.68
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,0-300,INFERRED,1043.19
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,0-300,PROVED,7789.12
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,300-600,INDICATED,6817.2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,300-600,INFERRED,519.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,300-600,PROVED,1497.07
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",MAND-RAIGARH,NON-COKING,600-1200,INDICATED,645.04
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",PANCHBAHINI,NON-COKING,0-300,INDICATED,11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SENDURGARH,NON-COKING,0-300,INDICATED,126.32
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SENDURGARH,NON-COKING,0-300,PROVED,152.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SOHAGPUR,NON-COKING,0-300,INDICATED,10.08
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SOHAGPUR,NON-COKING,0-300,PROVED,94.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,0-300,INDICATED,903.21
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,0-300,PROVED,135.13
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,300-600,INDICATED,829.84
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,300-600,INFERRED,1.89
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,300-600,PROVED,57.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,NON-COKING,600-1200,INDICATED,568.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,SEMI-COKING,0-300,INDICATED,16.45
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,SEMI-COKING,0-300,PROVED,70.77
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",SONHAT,SEMI-COKING,300-600,INDICATED,82.8
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,0-300,INDICATED,1161.68
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,0-300,INFERRED,24.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,0-300,PROVED,50.43
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,300-600,INDICATED,1361.24
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,300-600,INFERRED,184.83
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",TATAPANI-RAMKOLA,NON-COKING,600-1200,INDICATED,303.36
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,0-300,INDICATED,1241.22
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,0-300,INFERRED,43.07
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,0-300,PROVED,352.05
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,300-600,INDICATED,867.01
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,300-600,INFERRED,423.07
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,600-1200,INDICATED,33.42
India,Jharkhand,"Financial Year (Apr - Mar), 2017",AURANGA,NON-COKING,600-1200,INFERRED,37.27
India,Jharkhand,"Financial Year (Apr - Mar), 2017",DALTONGANJ,NON-COKING,0-300,INDICATED,60.1
India,Jharkhand,"Financial Year (Apr - Mar), 2017",DALTONGANJ,NON-COKING,0-300,PROVED,83.86
India,Jharkhand,"Financial Year (Apr - Mar), 2017",DEOGARH,NON-COKING,0-300,INDICATED,73.6
India,Jharkhand,"Financial Year (Apr - Mar), 2017",DEOGARH,NON-COKING,0-300,PROVED,326.24
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,0-300,INDICATED,1277.9
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,0-300,INFERRED,18.71
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,0-300,PROVED,2729.99
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,300-600,INDICATED,1188.33
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,300-600,INFERRED,58.53
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,300-600,PROVED,407.44
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,600-1200,INDICATED,1394.07
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,600-1200,INFERRED,786.08
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,MEDIUM COKING,600-1200,PROVED,255.93
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,NON-COKING,0-300,INDICATED,56.81
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,NON-COKING,0-300,PROVED,95.17
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,NON-COKING,300-600,INDICATED,5.69
India,Jharkhand,"Financial Year (Apr - Mar), 2017",EAST BOKARO,NON-COKING,300-600,PROVED,8.9
India,Jharkhand,"Financial Year (Apr - Mar), 2017",HUTAR,NON-COKING,0-300,INDICATED,14.22
India,Jharkhand,"Financial Year (Apr - Mar), 2017",HUTAR,NON-COKING,0-300,INFERRED,32.48
India,Jharkhand,"Financial Year (Apr - Mar), 2017",HUTAR,NON-COKING,0-300,PROVED,190.79
India,Jharkhand,"Financial Year (Apr - Mar), 2017",HUTAR,NON-COKING,300-600,INDICATED,12.33
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,MEDIUM COKING,0-600,INDICATED,2.82
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,MEDIUM COKING,0-600,PROVED,4064.18
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,MEDIUM COKING,600-1200,INDICATED,1800.7
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,MEDIUM COKING,600-1200,PROVED,296.3
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,NON-COKING,0-600,INDICATED,444.86
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,NON-COKING,0-600,PROVED,5657.14
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,NON-COKING,600-1200,INDICATED,1355
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,NON-COKING,600-1200,PROVED,496
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,PRIME COKING,0-600,INDICATED,4.01
India,Jharkhand,"Financial Year (Apr - Mar), 2017",JHARIA,PRIME COKING,0-600,PROVED,4039.41
