Country,State,Year,Coal Category,Coal Supplying Company Name,Coal Supplyling Sector,Coal Type,"Coal Supplied (UOM:t(Tonne)), Scaling Factor:1000000"
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",COAL,SECL,CIL,NON-COOKING,94.908
India,Chhattisgarh,"Financial Year (Apr - Mar), 2010",COAL,SEML,PRIVATE,NON-COOKING,0.291
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,GHCL,PRIVATE,LIGNITE,0.316
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,1.836
India,Gujarat,"Financial Year (Apr - Mar), 2010",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.374
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2010",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0224969177811278
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,BCCL,CIL,COOKING,19.126
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,BCCL,CIL,NON-COOKING,8.323
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,CCL,CIL,COOKING,16.209
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,CCL,CIL,NON-COOKING,30.874
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,DVC,OTHER PUBLIC,COOKING,0.141
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,ECL,CIL,COOKING,0.045
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,ECL,CIL,NON-COOKING,13.94
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,ESCL,PRIVATE,COOKING,0.055
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.932
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.461
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,8.476
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,SAIL,OTHER PUBLIC,NON-COOKING,0.063
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,TISCO/TSL,PRIVATE,COOKING,7.158
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.052
India,Jharkhand,"Financial Year (Apr - Mar), 2010",COAL,UML,PRIVATE,NON-COOKING,0.062
India,Ladakh,"Financial Year (Apr - Mar), 2010",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000503082218872229
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",COAL,BLA,PRIVATE,NON-COOKING,0.299
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",COAL,NCL,CIL,NON-COOKING,53.702
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",COAL,SECL,CIL,NON-COOKING,12.951
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",COAL,WCL,CIL,COOKING,0.545
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",COAL,WCL,CIL,NON-COOKING,6.577
India,Maharashtra,"Financial Year (Apr - Mar), 2010",COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.252
India,Maharashtra,"Financial Year (Apr - Mar), 2010",COAL,SIL,PRIVATE,NON-COOKING,0.14
India,Maharashtra,"Financial Year (Apr - Mar), 2010",COAL,WCL,CIL,NON-COOKING,38.613
India,Meghalaya,"Financial Year (Apr - Mar), 2010",COAL,MEG,PRIVATE,NON-COOKING,5.767
India,Odisha,"Financial Year (Apr - Mar), 2010",COAL,HIL,PRIVATE,NON-COOKING,2.33
India,Odisha,"Financial Year (Apr - Mar), 2010",COAL,MCL,CIL,NON-COOKING,104.079
India,Rajasthan,"Financial Year (Apr - Mar), 2010",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.207
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,22.338
India,Telangana,"Financial Year (Apr - Mar), 2010",COAL,SCCL,OTHER PUBLIC,NON-COOKING,20.869993617415
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010",COAL,NCL,CIL,NON-COOKING,13.968
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,BCCL,CIL,COOKING,0.035
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,BCCL,CIL,NON-COOKING,0.028
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,BECML,PRIVATE,NON-COOKING,3.303
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,ECL,CIL,COOKING,0.017
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,ECL,CIL,NON-COOKING,16.056
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,ICML,PRIVATE,NON-COOKING,3.213
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.366
India,West Bengal,"Financial Year (Apr - Mar), 2010",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.115
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2009",COAL,SCCL,OTHER PUBLIC,NON-COOKING,26.1106803291485
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2009",COAL,APMDTCL,OTHER PUBLIC,NON-COOKING,0.142
India,Assam,"Financial Year (Apr - Mar), 2009",COAL,NEC,OTHER PUBLIC,NON-COOKING,1.009
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,JNL,PRIVATE,NON-COOKING,0.396
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,JPL,PRIVATE,NON-COOKING,4.893
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,JSPL,PRIVATE,NON-COOKING,5.998
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.989
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,PIL,PRIVATE,NON-COOKING,0.919
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,SECL,CIL,COOKING,0.146
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,SECL,CIL,NON-COOKING,88.573
India,Chhattisgarh,"Financial Year (Apr - Mar), 2009",COAL,SEML,PRIVATE,NON-COOKING,0.008
India,Gujarat,"Financial Year (Apr - Mar), 2009",LIGNITE,GHCL,PRIVATE,LIGNITE,0.283
India,Gujarat,"Financial Year (Apr - Mar), 2009",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,1.72
India,Gujarat,"Financial Year (Apr - Mar), 2009",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.111
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0107593954605394
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,BCCL,CIL,COOKING,13.047
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,BCCL,CIL,NON-COOKING,12.338
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,CCL,CIL,COOKING,12.538
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,CCL,CIL,NON-COOKING,30.698
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,DVC,OTHER PUBLIC,COOKING,0.267
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,ECL,CIL,COOKING,0.025
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,ECL,CIL,NON-COOKING,12.727
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,ESCL,PRIVATE,COOKING,0.013
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.738
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.01
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.401
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,6.175
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,TISCO/TSL,PRIVATE,COOKING,7.249
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.033
India,Jharkhand,"Financial Year (Apr - Mar), 2009",COAL,UML,PRIVATE,NON-COOKING,0.013
India,Ladakh,"Financial Year (Apr - Mar), 2009",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000240604539460631
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",COAL,BLA,PRIVATE,NON-COOKING,0.236
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",COAL,NCL,CIL,NON-COOKING,51.621
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",COAL,SECL,CIL,NON-COOKING,12.431
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",COAL,WCL,CIL,COOKING,0.73
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",COAL,WCL,CIL,NON-COOKING,6.307
India,Maharashtra,"Financial Year (Apr - Mar), 2009",COAL,KECML/KEMTA,PRIVATE,NON-COOKING,0.991
India,Maharashtra,"Financial Year (Apr - Mar), 2009",COAL,SIL,PRIVATE,NON-COOKING,0.051
India,Maharashtra,"Financial Year (Apr - Mar), 2009",COAL,WCL,CIL,NON-COOKING,37.663
India,Meghalaya,"Financial Year (Apr - Mar), 2009",COAL,MEG,PRIVATE,NON-COOKING,5.489
India,Odisha,"Financial Year (Apr - Mar), 2009",COAL,HIL,PRIVATE,NON-COOKING,2.066
India,Odisha,"Financial Year (Apr - Mar), 2009",COAL,MCL,CIL,NON-COOKING,96.336
India,Rajasthan,"Financial Year (Apr - Mar), 2009",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.999
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,21.308
India,Telangana,"Financial Year (Apr - Mar), 2009",COAL,SCCL,OTHER PUBLIC,NON-COOKING,18.4353196708515
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009",COAL,NCL,CIL,NON-COOKING,12.029
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,BCCL,CIL,COOKING,0.033
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,BCCL,CIL,NON-COOKING,0.096
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,BECML,PRIVATE,NON-COOKING,4.139
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,ECL,CIL,COOKING,0.023
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,ECL,CIL,NON-COOKING,15.36
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,ICML,PRIVATE,NON-COOKING,2.984
India,West Bengal,"Financial Year (Apr - Mar), 2009",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.27
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008",COAL,SCCL,OTHER PUBLIC,NON-COOKING,23.8000732744746
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2008",COAL,APMDTCL,OTHER PUBLIC,NON-COOKING,0.079
India,Assam,"Financial Year (Apr - Mar), 2008",COAL,NEC,OTHER PUBLIC,NON-COOKING,1.101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,JNL,PRIVATE,NON-COOKING,0.279
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,JPL,PRIVATE,NON-COOKING,0.578
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,JSPL,PRIVATE,NON-COOKING,5.994
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.835
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,PIL,PRIVATE,NON-COOKING,0.9
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,SECL,CIL,COOKING,0.159
India,Chhattisgarh,"Financial Year (Apr - Mar), 2008",COAL,SECL,CIL,NON-COOKING,81.427
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,GHCL,PRIVATE,LIGNITE,0.091
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,1.73
India,Gujarat,"Financial Year (Apr - Mar), 2008",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,9.967
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2008",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0166281566208336
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,BCCL,CIL,COOKING,11.973
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,BCCL,CIL,NON-COOKING,13.081
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,CCL,CIL,COOKING,13.286
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,CCL,CIL,NON-COOKING,30.86
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,DVC,OTHER PUBLIC,COOKING,0.385
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,ECL,CIL,COOKING,0.015
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,ECL,CIL,NON-COOKING,8.959
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.722
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.007
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.601
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,3.797
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,TISCO/TSL,PRIVATE,COOKING,7.185
India,Jharkhand,"Financial Year (Apr - Mar), 2008",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.024
India,Ladakh,"Financial Year (Apr - Mar), 2008",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00037184337916643
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",COAL,BLA,PRIVATE,NON-COOKING,0.329
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",COAL,NCL,CIL,NON-COOKING,48.197
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",COAL,SECL,CIL,NON-COOKING,12.205
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",COAL,WCL,CIL,COOKING,0.676
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",COAL,WCL,CIL,NON-COOKING,6.434
India,Maharashtra,"Financial Year (Apr - Mar), 2008",COAL,SIL,PRIVATE,NON-COOKING,0.001
India,Maharashtra,"Financial Year (Apr - Mar), 2008",COAL,WCL,CIL,NON-COOKING,36.402
India,Meghalaya,"Financial Year (Apr - Mar), 2008",COAL,MEG,PRIVATE,NON-COOKING,6.541
India,Odisha,"Financial Year (Apr - Mar), 2008",COAL,HIL,PRIVATE,NON-COOKING,1.47
India,Odisha,"Financial Year (Apr - Mar), 2008",COAL,MCL,CIL,NON-COOKING,88.012
India,Rajasthan,"Financial Year (Apr - Mar), 2008",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.606
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,21.586
India,Telangana,"Financial Year (Apr - Mar), 2008",COAL,SCCL,OTHER PUBLIC,NON-COOKING,16.8039267255254
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008",COAL,NCL,CIL,NON-COOKING,11.426
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,BCCL,CIL,COOKING,0.032
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,BCCL,CIL,NON-COOKING,0.129
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,BECML,PRIVATE,NON-COOKING,4.229
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,ECL,CIL,COOKING,0.022
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,ECL,CIL,NON-COOKING,15.063
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,ICML,PRIVATE,NON-COOKING,2.754
India,West Bengal,"Financial Year (Apr - Mar), 2008",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.292
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2007",COAL,SCCL,OTHER PUBLIC,NON-COOKING,22.1019939651417
India,Assam,"Financial Year (Apr - Mar), 2007",COAL,NEC,OTHER PUBLIC,NON-COOKING,1.05
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,JNL,PRIVATE,NON-COOKING,0.059
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,JSPL,PRIVATE,NON-COOKING,5.968
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.668
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,PIL,PRIVATE,NON-COOKING,0.625
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,SECL,CIL,COOKING,0.157
India,Chhattisgarh,"Financial Year (Apr - Mar), 2007",COAL,SECL,CIL,NON-COOKING,75.764
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,GHCL,PRIVATE,LIGNITE,0.159
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,1.66
India,Gujarat,"Financial Year (Apr - Mar), 2007",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,7.989
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2007",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0156500297607845
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,BCCL,CIL,COOKING,11.063
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,BCCL,CIL,NON-COOKING,12.977
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,CCL,CIL,COOKING,12.168
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,CCL,CIL,NON-COOKING,29.151
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,DVC,OTHER PUBLIC,COOKING,0.385
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,ECL,CIL,COOKING,0.057
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,ECL,CIL,NON-COOKING,13.253
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.389
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.677
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,1.603
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,TISCO/TSL,PRIVATE,COOKING,7.036
India,Jharkhand,"Financial Year (Apr - Mar), 2007",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.005
India,Ladakh,"Financial Year (Apr - Mar), 2007",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000349970239215464
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",COAL,BLA,PRIVATE,NON-COOKING,0.218
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",COAL,NCL,CIL,NON-COOKING,39.93
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",COAL,SECL,CIL,NON-COOKING,12.581
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",COAL,WCL,CIL,COOKING,0.775
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2007",COAL,WCL,CIL,NON-COOKING,6.222
India,Maharashtra,"Financial Year (Apr - Mar), 2007",COAL,WCL,CIL,NON-COOKING,36.215
India,Meghalaya,"Financial Year (Apr - Mar), 2007",COAL,MEG,PRIVATE,NON-COOKING,5.787
India,Odisha,"Financial Year (Apr - Mar), 2007",COAL,HIL,PRIVATE,NON-COOKING,1.159
India,Odisha,"Financial Year (Apr - Mar), 2007",COAL,MCL,CIL,NON-COOKING,80.001
India,Rajasthan,"Financial Year (Apr - Mar), 2007",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.463
India,Tamil Nadu,"Financial Year (Apr - Mar), 2007",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,21.014
India,Telangana,"Financial Year (Apr - Mar), 2007",COAL,SCCL,OTHER PUBLIC,NON-COOKING,15.6050060348583
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2007",COAL,NCL,CIL,NON-COOKING,12.228
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,BCCL,CIL,COOKING,0.042
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,BCCL,CIL,NON-COOKING,0.123
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,BECML,PRIVATE,NON-COOKING,4.765
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,ECL,CIL,COOKING,0.025
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,ECL,CIL,NON-COOKING,17.131
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,ICML,PRIVATE,NON-COOKING,2.546
India,West Bengal,"Financial Year (Apr - Mar), 2007",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.306
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2006",COAL,SCCL,OTHER PUBLIC,NON-COOKING,21.1823231207015
India,Assam,"Financial Year (Apr - Mar), 2006",COAL,NEC,OTHER PUBLIC,NON-COOKING,1.101
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",COAL,JSPL,PRIVATE,NON-COOKING,5.31
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.439
India,Chhattisgarh,"Financial Year (Apr - Mar), 2006",COAL,SECL,CIL,NON-COOKING,70.459
India,Gujarat,"Financial Year (Apr - Mar), 2006",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,1.725
India,Gujarat,"Financial Year (Apr - Mar), 2006",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,7.221
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2006",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0185844103409316
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,BCCL,CIL,COOKING,10.819
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,BCCL,CIL,NON-COOKING,12.263
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,CCL,CIL,COOKING,12.056
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,CCL,CIL,NON-COOKING,28.457
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,CML OR BECML,PRIVATE,COOKING,0.012
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,DVC,OTHER PUBLIC,COOKING,0.368
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,ECL,CIL,COOKING,0.09
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,ECL,CIL,NON-COOKING,13.614
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.435
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.762
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,PANEM/PSEB,OTHER PUBLIC,NON-COOKING,0.025
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,TISCO/TSL,PRIVATE,COOKING,6.515
India,Jharkhand,"Financial Year (Apr - Mar), 2006",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0.006
India,Ladakh,"Financial Year (Apr - Mar), 2006",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000415589659068363
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",COAL,BLA,PRIVATE,NON-COOKING,0.282
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",COAL,NCL,CIL,NON-COOKING,35.797
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",COAL,SECL,CIL,NON-COOKING,12.415
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",COAL,WCL,CIL,COOKING,0.932
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2006",COAL,WCL,CIL,NON-COOKING,6.153
India,Maharashtra,"Financial Year (Apr - Mar), 2006",COAL,WCL,CIL,NON-COOKING,36.119
India,Meghalaya,"Financial Year (Apr - Mar), 2006",COAL,MEG,PRIVATE,NON-COOKING,5.565
India,Odisha,"Financial Year (Apr - Mar), 2006",COAL,HIL,PRIVATE,NON-COOKING,0.936
India,Odisha,"Financial Year (Apr - Mar), 2006",COAL,MCL,CIL,NON-COOKING,69.604
India,Rajasthan,"Financial Year (Apr - Mar), 2006",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.677
India,Tamil Nadu,"Financial Year (Apr - Mar), 2006",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,20.551
India,Telangana,"Financial Year (Apr - Mar), 2006",COAL,SCCL,OTHER PUBLIC,NON-COOKING,14.9556768792985
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2006",COAL,NCL,CIL,NON-COOKING,15.721
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,BCCL,CIL,COOKING,0.067
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,BCCL,CIL,NON-COOKING,0.162
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,BECML,PRIVATE,NON-COOKING,3.992
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,ECL,CIL,COOKING,0.042
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,ECL,CIL,NON-COOKING,17.368
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,ICML,PRIVATE,NON-COOKING,2.622
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.025
India,West Bengal,"Financial Year (Apr - Mar), 2006",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.197
