Country,State,Year,Coal Category,Coal Supplying Company Name,Coal Supplyling Sector,Coal Type,"Coal Supplied (UOM:t(Tonne)), Scaling Factor:1000000"
India,Assam,"Financial Year (Apr - Mar), 2020",COAL,NEC,CIL,COOKING,0
India,Assam,"Financial Year (Apr - Mar), 2020",COAL,NEC,CIL,NON-COOKING,0.517
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,AMBUJA,PRIVATE,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,AMBUJA,PRIVATE,NON-COOKING,0.4
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,BALCO,PRIVATE,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,BALCO,PRIVATE,NON-COOKING,1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,CSPGCL,OTHER PUBLIC,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,CSPGCL,OTHER PUBLIC,NON-COOKING,0.509
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,HIL,PRIVATE,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,HIL,PRIVATE,NON-COOKING,0.674
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,NON-COOKING,0.19
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,RRVUNL,OTHER PUBLIC,COOKING,0
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,SECL,CIL,COOKING,0.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2020",COAL,SECL,CIL,NON-COOKING,139.721
India,Gujarat,"Financial Year (Apr - Mar), 2020",LIGNITE,GHCL,PRIVATE,LIGNITE,0.083
India,Gujarat,"Financial Year (Apr - Mar), 2020",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.342
India,Gujarat,"Financial Year (Apr - Mar), 2020",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.957
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",COAL,JKML,OTHER PUBLIC,COOKING,0
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2020",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0136937760406865
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,BCCL,CIL,COOKING,25.801
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,BCCL,CIL,NON-COOKING,1.783
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,CCL,CIL,COOKING,20.027
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,CCL,CIL,NON-COOKING,46.862
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,DVC,OTHER PUBLIC,COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,DVC,OTHER PUBLIC,NON-COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,ECL,CIL,COOKING,0.026
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,ECL,CIL,NON-COOKING,21.21
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,HIL,PRIVATE,COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,HIL,PRIVATE,NON-COOKING,0.055
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.3
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,JSMDCL,OTHER PUBLIC,COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.068
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,NON-COOKING,9.421
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,SAIL,OTHER PUBLIC,COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,SAIL,OTHER PUBLIC,NON-COOKING,0
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,TISCO/TSL,PRIVATE,COOKING,6.21
India,Jharkhand,"Financial Year (Apr - Mar), 2020",COAL,TISCO/TSL,PRIVATE,NON-COOKING,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",COAL,JKML,OTHER PUBLIC,COOKING,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000306223959313531
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,JPVL,PRIVATE,COOKING,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,NCL,CIL,COOKING,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,NCL,CIL,NON-COOKING,90.023
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,RCCPL,PRIVATE,COOKING,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,RCCPL,PRIVATE,NON-COOKING,0.182
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,SECL,CIL,COOKING,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,SECL,CIL,NON-COOKING,10.575
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,SPL,PRIVATE,COOKING,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,SPL,PRIVATE,NON-COOKING,18.7
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,WCL,CIL,COOKING,0.178
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",COAL,WCL,CIL,NON-COOKING,3.268
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,SIL,PRIVATE,COOKING,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,SIL,PRIVATE,NON-COOKING,0.27
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,TUML,PRIVATE,COOKING,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,TUML,PRIVATE,NON-COOKING,0.286
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,WCL,CIL,COOKING,0
India,Maharashtra,"Financial Year (Apr - Mar), 2020",COAL,WCL,CIL,NON-COOKING,54.19
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,GMR,PRIVATE,COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,GMR,PRIVATE,NON-COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,MCL,CIL,COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,MCL,CIL,NON-COOKING,140.358
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,NTPC,OTHER PUBLIC,NON-COOKING,1.54
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,OCL,PRIVATE,COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,OCL,PRIVATE,NON-COOKING,0.115
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,OCPL,PRIVATE,COOKING,0
India,Odisha,"Financial Year (Apr - Mar), 2020",COAL,OCPL,PRIVATE,NON-COOKING,1.003
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,5.413
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.348
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.79
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.672
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.516
India,Telangana,"Financial Year (Apr - Mar), 2020",COAL,SCCL,OTHER PUBLIC,COOKING,0
India,Telangana,"Financial Year (Apr - Mar), 2020",COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.044
India,Telangana,"Financial Year (Apr - Mar), 2020",COAL,TSPGCL,PRIVATE,COOKING,0
India,Telangana,"Financial Year (Apr - Mar), 2020",COAL,TSPGCL,PRIVATE,NON-COOKING,1.659
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",COAL,NCL,CIL,COOKING,0
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",COAL,NCL,CIL,NON-COOKING,18.03
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,BCCL,CIL,COOKING,0.145
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,BCCL,CIL,NON-COOKING,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,CESC,PRIVATE,COOKING,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,CESC,PRIVATE,NON-COOKING,1.958
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,ECL,CIL,COOKING,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,ECL,CIL,NON-COOKING,29.165
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.234
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,WBPDCL,OTHER PUBLIC,COOKING,0
India,West Bengal,"Financial Year (Apr - Mar), 2020",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,2.112
India,Assam,"Financial Year (Apr - Mar), 2019",COAL,NEC,CIL,NON-COOKING,0.784
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,AMBUJA,PRIVATE,NON-COOKING,0.1
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,BALCO,PRIVATE,NON-COOKING,0.667
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,HIL,PRIVATE,NON-COOKING,1.375
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,15
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,SECL,CIL,COOKING,0.247
India,Chhattisgarh,"Financial Year (Apr - Mar), 2019",COAL,SECL,CIL,NON-COOKING,144.504
India,Gujarat,"Financial Year (Apr - Mar), 2019",LIGNITE,GHCL,PRIVATE,LIGNITE,0.093
India,Gujarat,"Financial Year (Apr - Mar), 2019",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.313
India,Gujarat,"Financial Year (Apr - Mar), 2019",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,9.16
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2019",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0127156491806374
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,BCCL,CIL,COOKING,23.283
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,BCCL,CIL,NON-COOKING,6.568
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,CCL,CIL,COOKING,9.34
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,CCL,CIL,NON-COOKING,59.381
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,ECL,CIL,COOKING,0.029
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,ECL,CIL,NON-COOKING,20.736
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,HIL,PRIVATE,NON-COOKING,0.798
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.443
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.003
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.228
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,NTPC,OTHER PUBLIC,NON-COOKING,7.311
India,Jharkhand,"Financial Year (Apr - Mar), 2019",COAL,TISCO/TSL,PRIVATE,COOKING,6.546
India,Ladakh,"Financial Year (Apr - Mar), 2019",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000284350819362564
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,NCL,CIL,NON-COOKING,81.228
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,RCCPL,PRIVATE,NON-COOKING,0.103
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,SECL,CIL,NON-COOKING,12.598
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,SPL,PRIVATE,NON-COOKING,18
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,WCL,CIL,COOKING,0.188
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",COAL,WCL,CIL,NON-COOKING,3.744
India,Maharashtra,"Financial Year (Apr - Mar), 2019",COAL,SIL,PRIVATE,NON-COOKING,0.27
India,Maharashtra,"Financial Year (Apr - Mar), 2019",COAL,TUML,PRIVATE,NON-COOKING,0.3
India,Maharashtra,"Financial Year (Apr - Mar), 2019",COAL,WCL,CIL,NON-COOKING,49.248
India,Odisha,"Financial Year (Apr - Mar), 2019",COAL,MCL,CIL,NON-COOKING,144.151
India,Odisha,"Financial Year (Apr - Mar), 2019",COAL,OCL,PRIVATE,NON-COOKING,0.161
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,5.845
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,0
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.209
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.317
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.305
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.041
India,Telangana,"Financial Year (Apr - Mar), 2019",COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.401
India,Telangana,"Financial Year (Apr - Mar), 2019",COAL,TSPGCL,PRIVATE,NON-COOKING,0.759
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",COAL,NCL,CIL,NON-COOKING,20.275
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,BCCL,CIL,COOKING,1.056
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,BCCL,CIL,NON-COOKING,0.132
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,CESC,PRIVATE,NON-COOKING,1.856
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,ECL,CIL,NON-COOKING,29.395
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.297
India,West Bengal,"Financial Year (Apr - Mar), 2019",COAL,WBPDCL,OTHER PUBLIC,NON-COOKING,0.4
India,Assam,"Financial Year (Apr - Mar), 2018",COAL,NEC,CIL,NON-COOKING,0.781
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",COAL,HIL,PRIVATE,NON-COOKING,1.614
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,8.329
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",COAL,SECL,CIL,COOKING,0.182
India,Chhattisgarh,"Financial Year (Apr - Mar), 2018",COAL,SECL,CIL,NON-COOKING,132.421
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,GHCL,PRIVATE,LIGNITE,0.057
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.123
India,Gujarat,"Financial Year (Apr - Mar), 2018",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.601
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2018",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0136937760406865
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,BCCL,CIL,COOKING,22.286
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,BCCL,CIL,NON-COOKING,8.94
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,CCL,CIL,COOKING,9.577
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,CCL,CIL,NON-COOKING,53.828
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,DVC,OTHER PUBLIC,COOKING,0.047
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,ECL,CIL,COOKING,0.034
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,ECL,CIL,NON-COOKING,17.93
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,HIL,PRIVATE,NON-COOKING,0.8
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.415
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.351
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,NTPC,OTHER PUBLIC,NON-COOKING,2.679
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,SAIL,OTHER PUBLIC,COOKING,0.185
India,Jharkhand,"Financial Year (Apr - Mar), 2018",COAL,TISCO/TSL,PRIVATE,COOKING,6.224
India,Ladakh,"Financial Year (Apr - Mar), 2018",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000306223959313531
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,NCL,CIL,NON-COOKING,74.709
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,RCCPL,PRIVATE,NON-COOKING,0.063
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,SECL,CIL,NON-COOKING,12.106
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,SPL,PRIVATE,NON-COOKING,18.003
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,WCL,CIL,COOKING,0.18
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",COAL,WCL,CIL,NON-COOKING,4.266
India,Maharashtra,"Financial Year (Apr - Mar), 2018",COAL,SIL,PRIVATE,NON-COOKING,0.27
India,Maharashtra,"Financial Year (Apr - Mar), 2018",COAL,TUML,PRIVATE,NON-COOKING,0.175
India,Maharashtra,"Financial Year (Apr - Mar), 2018",COAL,WCL,CIL,NON-COOKING,41.774
India,Meghalaya,"Financial Year (Apr - Mar), 2018",COAL,MEG,PRIVATE,NON-COOKING,1.529
India,Odisha,"Financial Year (Apr - Mar), 2018",COAL,GMR,PRIVATE,NON-COOKING,0.27
India,Odisha,"Financial Year (Apr - Mar), 2018",COAL,MCL,CIL,NON-COOKING,143.058
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,6.265
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.584
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,1.019
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.426
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.569
India,Telangana,"Financial Year (Apr - Mar), 2018",COAL,SCCL,OTHER PUBLIC,NON-COOKING,62.01
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",COAL,NCL,CIL,NON-COOKING,18.309
India,West Bengal,"Financial Year (Apr - Mar), 2018",COAL,BCCL,CIL,COOKING,1.018
India,West Bengal,"Financial Year (Apr - Mar), 2018",COAL,BCCL,CIL,NON-COOKING,0.363
India,West Bengal,"Financial Year (Apr - Mar), 2018",COAL,CESC,PRIVATE,NON-COOKING,1.878
India,West Bengal,"Financial Year (Apr - Mar), 2018",COAL,ECL,CIL,NON-COOKING,25.604
India,West Bengal,"Financial Year (Apr - Mar), 2018",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.377
India,Assam,"Financial Year (Apr - Mar), 2017",COAL,NEC,CIL,NON-COOKING,0.6
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",COAL,BALCO,PRIVATE,NON-COOKING,0.18
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",COAL,HIL,PRIVATE,NON-COOKING,2
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,8.27
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",COAL,SECL,CIL,COOKING,0.11
India,Chhattisgarh,"Financial Year (Apr - Mar), 2017",COAL,SECL,CIL,NON-COOKING,127.96
India,Gujarat,"Financial Year (Apr - Mar), 2017",LIGNITE,GHCL,PRIVATE,LIGNITE,0.08
India,Gujarat,"Financial Year (Apr - Mar), 2017",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2.82
India,Gujarat,"Financial Year (Apr - Mar), 2017",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,7.65
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2017",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00978126860049034
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,COOKING,30.58
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,NON-COOKING,4.32
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,CCL,CIL,COOKING,21.99
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,CCL,CIL,NON-COOKING,45.06
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,ECL,CIL,COOKING,0.03
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,ECL,CIL,NON-COOKING,16.9
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,COOKING,0.7
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.56
India,Jharkhand,"Financial Year (Apr - Mar), 2017",COAL,TISCO/TSL,PRIVATE,COOKING,6.32
India,Ladakh,"Financial Year (Apr - Mar), 2017",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.000218731399509665
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,JPVL,PRIVATE,NON-COOKING,2.8
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,NCL,CIL,NON-COOKING,68.04
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,RCCPL,PRIVATE,NON-COOKING,0.03
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,SECL,CIL,NON-COOKING,11.93
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,SPL,PRIVATE,NON-COOKING,17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,COOKING,0.13
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,NON-COOKING,5.1
India,Maharashtra,"Financial Year (Apr - Mar), 2017",COAL,SIL,PRIVATE,NON-COOKING,0.15
India,Maharashtra,"Financial Year (Apr - Mar), 2017",COAL,WCL,CIL,NON-COOKING,40.41
India,Meghalaya,"Financial Year (Apr - Mar), 2017",COAL,MEG,PRIVATE,NON-COOKING,2.31
India,Odisha,"Financial Year (Apr - Mar), 2017",COAL,GMR,PRIVATE,NON-COOKING,0.15
India,Odisha,"Financial Year (Apr - Mar), 2017",COAL,MCL,CIL,NON-COOKING,139.21
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,BLMCL,OTHER PUBLIC,LIGNITE,6.01
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,1.41
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,RSMML,OTHER PUBLIC,LIGNITE,0.55
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,VSLPPL,OTHER PUBLIC,LIGNITE,0.51
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.2
India,Telangana,"Financial Year (Apr - Mar), 2017",COAL,SCCL,OTHER PUBLIC,NON-COOKING,61.34
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",COAL,NCL,CIL,NON-COOKING,16.06
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,COOKING,1.82
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,BCCL,CIL,NON-COOKING,0.33
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,CESC,PRIVATE,NON-COOKING,1.74
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,ECL,CIL,NON-COOKING,23.58
India,West Bengal,"Financial Year (Apr - Mar), 2017",COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0.2
India,Assam,"Financial Year (Apr - Mar), 2016",COAL,NEC,OTHER PUBLIC,NON-COOKING,0.486
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,BALCO,PRIVATE,NON-COOKING,0.12
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,HIL,PRIVATE,NON-COOKING,0.069
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,6.21
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,SECL,CIL,COOKING,0.135
India,Chhattisgarh,"Financial Year (Apr - Mar), 2016",COAL,SECL,CIL,NON-COOKING,124.071
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GHCL,PRIVATE,LIGNITE,0.092
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.063
India,Gujarat,"Financial Year (Apr - Mar), 2016",LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.969
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2016",COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0146719029007355
