Country,State,Year,Types Of Coal,Coal Consuming Sectors,"Coal Consumed (UOM:t(Tonne)), Scaling Factor:1000000"
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.355
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.255
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.062
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.814
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),11.126
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.019
India,Rajasthan,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (CAPTIVE),5.479
India,Rajasthan,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.061
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,BRICKS,0.008
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,CEMENT,0.035
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,OTHER,0.034
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,POWER (UTILITY),23.594
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,PULP & PAPER,0.043
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,STEEL (BOILERS),0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",LIGNITE,TEXTILES & RAYONS,0.001
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.12
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.019
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.71
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),19.765
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.02
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.008
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.455
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.173
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.035
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,2.551
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.069
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.3
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),24.611
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.467
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.074
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.019
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.231
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.21
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.008
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.239
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.133
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,4.878
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),4.499
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),61.865
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.094
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),2.963
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.076
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.502
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,OTHER,0.008
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),0.253
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (UTILITY),0.628
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,STEEL (BOILERS),0.324
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,BRICKS,0.01
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.007
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.219
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.023
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.039
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,1.963
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.228
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),43.593
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.073
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.63
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,STEEL (BOILERS),0.249
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,1.231
India,West Bengal,"Financial Year (Apr - Mar), 2016",WASHED COAL,POWER (UTILITY),0.495
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.004
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.06
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,1.995
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.82
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),22.109
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.134
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.122
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.001
India,Assam,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.018
India,Assam,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.109
India,Assam,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.003
India,Bihar,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.009
India,Bihar,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.014
India,Bihar,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.661
India,Bihar,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),3.046
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (CAPTIVE),4.066
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.488
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,1.52
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.102
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.138
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),8.686
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),42.434
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.022
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,5.154
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",RAW COAL,STEEL (BOILERS),0.366
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,0.01
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (CAPTIVE),1.3
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015",WASHED COAL,SPONGE IRON,2.507
India,Delhi,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.004
India,Delhi,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.03
India,Delhi,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.083
India,Delhi,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.039
India,Delhi,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),4.235
India,Delhi,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.034
India,Delhi,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.822
India,Goa,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.005
India,Goa,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.037
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,BRICKS,0.658
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,CEMENT,0.318
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,CHEMICAL,0.326
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,FERTILISERS,0.005
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,OTHER,0.882
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,POWER (UTILITY),6.775
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,PULP & PAPER,0.557
India,Gujarat,"Financial Year (Apr - Mar), 2015",LIGNITE,TEXTILES & RAYONS,2.841
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.012
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.072
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.789
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.196
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.485
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),19.617
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.004
India,Gujarat,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.026
India,Haryana,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.204
India,Haryana,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.362
India,Haryana,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.043
India,Haryana,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),13.944
India,Haryana,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.039
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.214
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.011
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.023
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.012
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.009
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2015",MIDDLINGS,OTHER,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (CAPTIVE),1.219
India,Jharkhand,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),1.935
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.011
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.005
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,COLLIERY OWN - CONSUMPTION,0.01
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.75
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.494
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,7.162
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.617
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),24.157
India,Jharkhand,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,1.295
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,2.426
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,OTHER,0.001
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (CAPTIVE),0.505
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.3
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.112
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.008
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,1.719
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.86
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),9.359
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.206
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.182
India,Kerala,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.027
India,Kerala,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.073
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.087
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,1.284
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.018
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.034
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.149
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,2.991
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),10.327
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),36.501
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.198
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.064
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.031
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,CEMENT,0.088
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,COLLIERY OWN - CONSUMPTION,0.001
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.244
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,1.669
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.022
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,4.851
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.895
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),46.147
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.275
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.675
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.126
India,Maharashtra,"Financial Year (Apr - Mar), 2015",WASHED COAL,OTHER,0.064
India,Meghalaya,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,2.524
India,Odisha,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (CAPTIVE),0.259
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.461
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.006
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.024
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.153
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,14.991
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.21
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),15.064
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),29.628
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.048
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,2.75
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,STEEL (BOILERS),0.132
India,Odisha,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,0.085
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.603
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.165
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),7.206
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),10.209
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,CEMENT,0.201
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,FERTILISERS,0.041
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,OTHER,0.66
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,POWER (UTILITY),8.204
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,TEXTILES & RAYONS,0.045
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.603
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.282
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.038
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.235
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),15.768
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.027
India,Rajasthan,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (CAPTIVE),2.983
India,Rajasthan,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.031
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,BRICKS,0.013
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,CEMENT,0.755
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,CHEMICAL,0.007
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,OTHER,0.055
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,POWER (UTILITY),24.494
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,PULP & PAPER,0.093
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,STEEL (BOILERS),0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,TEXTILES & RAYONS,0.001
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.174
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.003
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),16.659
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.012
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.01
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.175
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,5.004
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),1.452
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),26.699
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.568
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.019
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.289
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.131
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.015
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.234
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.131
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,4.148
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.257
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),4.567
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),59.423
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.104
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),8.028
India,Uttarakhand,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.15
India,Uttarakhand,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.302
India,West Bengal,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (CAPTIVE),0.552
India,West Bengal,"Financial Year (Apr - Mar), 2015",MIDDLINGS,POWER (UTILITY),0.305
India,West Bengal,"Financial Year (Apr - Mar), 2015",MIDDLINGS,SPONGE IRON,0.064
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,BRICKS,0.029
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.018
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.015
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- COKERIES,0.02
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.108
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,2.049
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),7.27
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),40.789
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.057
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,1.35
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,STEEL (BOILERS),0.368
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0.003
India,West Bengal,"Financial Year (Apr - Mar), 2015",WASHED COAL,METALLURGICAL USE- COKERIES,0.41
India,West Bengal,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.098
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,0.0139153394434596
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,2.20951389771802
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,CHEMICAL,0.125843069749547
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.004235103308879
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,1.92152687271424
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),1.96085283201098
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (UTILITY),27.2547048369116
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.596544551793528
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.264391449425732
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.008470206617758
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014",WASHED COAL,POWER (CAPTIVE),0.252896169015918
India,Assam,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0.021
India,Assam,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,0.056
India,Bihar,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- COKERIES,0.011
